Substance,Type,Valore,Context
Ethametsulfuron methyl,LD50 '=,2250.0 mg/kg bw/day,2014 oral: unspecified Bobwhite quail acute toxicity not reported not reported;
Ethametsulfuron methyl,LD50 '=,4.62 µg/piece,2014 dermal Honey bee acute toxicity mortality;
Ethametsulfuron methyl,LD50 '=,40.83 µg/piece,2014 oral: unspecified Honey bee acute toxicity mortality;
Ethametsulfuron methyl,LD50 >,5000.0 mg/kg bw/day,2014 oral: unspecified Rat acute toxicity mortality systemic;
Ethametsulfuron methyl,LD50 >,1162.0 mg/kg bw/day,2014 oral: feed Bobwhite quail short-term toxicity not reported not reported;
Ethametsulfuron methyl,NOAEL '=,21.0 mg/kg bw/day,2014 Not reported Rat chronic/long term toxicity clinical chemistry systemic;
Ethametsulfuron methyl,NOAEL '=,229.4 mg/kg bw/day,2014 Not reported Japanese quail reproduction toxicity reproduction reproductive;
Ethametsulfuron methyl,NOAEL <,250.0 mg/kg bw/day,2014 Not reported Rabbit reproduction toxicity development teratogenic;
Ethametsulfuron methyl,NOAEL '=,21.0 mg/kg bw/day,2014 Not reported Rat chronic/long term toxicity clinical chemistry systemic;
Ethametsulfuron methyl,NOAEL '=,250.0 mg/kg bw/day,2014 Not reported Rabbit reproduction toxicity organ weights hepatotoxicity;
Ethanethiol,NOAEL '=,0.06 mg/kg bw/day,2011 oral: unspecified Rat subchronic not reported not reported;
Ethanethiol,NOAEL '=,0.06 mg/kg bw/day,2014 oral: unspecified Rat subchronic not reported not reported;
Ethanol,NOAEL '=,1730.0 mg/kg bw/day,2013 oral: gavage Rat subchronic organ weights nephrotoxicity;
Ethanol group,NOAEL '=,1730.0 mg/kg bw/day,2013 oral: gavage Rat subchronic organ weights nephrotoxicity;
Ethephon,LD50 '=,764.0 mg/kg bw,2009 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Ethephon,LD50 >,100.0 µg/piece,2009 dermal Honey bee acute toxicity mortality;
Ethephon,LD50 '=,1425.0 mg/kg bw,2009 oral: unspecified Mallard duck acute toxicity mortality systemic;
Ethephon,LD50 '=,1564.0 mg/kg bw,2009 oral: unspecified Rat acute toxicity mortality systemic;
Ethephon,LD50 >,450.0 mg/kg bw,2009 oral: feed Bobwhite quail short-term toxicity mortality systemic;
Ethephon,NOAEL '=,27.0 mg/kg bw/day,2009 oral: unspecified Dog chronic/long term toxicity body weight systemic;
Ethephon,NOAEL '=,22.8 mg/kg bw/day,2009 Not reported Mammalian cell line reproduction toxicity not reported not reported;
Ethephon,NOAEL '=,6.0 mg/kg bw/day,2009 oral: unspecified Dog short-term toxicity clinical chemistry neurotoxicity;
Ethephon,NOAEL '=,0.5 mg/kg bw/day,2009 oral: capsule Human study with volunteers clinical signs systemic;
Ethirimol,LD50 >,3000.0 mg/kg bw/day,2010 oral: unspecified Common pheasant acute toxicity mortality systemic;
Ethirimol,LD50 >,3000.0 mg/kg bw/day,2010 oral: unspecified Partridge acute toxicity mortality systemic;
Ethirimol,NOAEL '=,4000.0 mg/kg bw/day,2010 Not reported Rat acute toxicity neurology neurotoxicity;
Ethirimol,NOAEL '=,3.5 mg/kg bw/day,2010 Not reported Rat chronic/long term toxicity clinical signs systemic;
Ethirimol,NOAEL '=,5.0 mg/kg bw/day,2010 Not reported Rat reproduction toxicity body weight reproductive;
Ethofumesate,LD50 '=,3776.0 mg/kg bw/day,2016 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Ethofumesate,LD50 >,50.0 µg/piece,2016 dermal Honey bee acute toxicity mortality;
Ethofumesate,LD50 >,50.0 µg/piece,2016 oral: unspecified Honey bee acute toxicity mortality;
Ethofumesate,LD50 '=,3776.0 mg/kg bw/day,2016 oral: unspecified Mallard duck acute toxicity mortality systemic;
Ethofumesate,LD50 >,5000.0 mg/kg bw/day,2016 oral: unspecified Rat acute toxicity mortality systemic;
Ethofumesate,NOAEL '=,101.0 mg/kg bw/day,2016 oral: unspecified Rat chronic/long term toxicity organ weights hepatotoxicity;
Ethofumesate,NOAEL '=,60.9 mg/kg bw/day,2016 Not reported Rat reproduction toxicity body weight reproductive;
Ethofumesate,NOAEL '=,250.0 mg/kg bw/day,2016 oral: unspecified Dog subchronic organ weights hepatotoxicity;
Ethoprophos,LD50 '=,6.04 mg/kg bw,2006 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Ethoprophos,LD50 '=,5.56 µg/piece,2006 dermal Honey bee acute toxicity mortality;
Ethoprophos,NOAEL '=,1.0 mg/kg bw/day,2006 oral: unspecified Rat acute toxicity neurology neurotoxicity;
Ethoprophos,NOAEL '=,0.04 mg/kg bw/day,2006 Not reported Rat chronic/long term toxicity neurology neurotoxicity;
Ethoprophos,NOAEL '=,0.1 mg/kg bw/day,2006 oral: unspecified Rat short-term toxicity neurology neurotoxicity;
Ethoprophos,NOAEL '=,0.1 mg/kg bw/day,2006 oral: unspecified Dog subchronic neurology neurotoxicity;
Ethoprophos,LD50 '=,3.47 mg/kg,2013 oral: unspecified Bird acute toxicity mortality systemic;
Ethoprophos,LD50 '=,6.04 mg/kg bw,2013 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Ethoprophos,LD50 '=,31.0 mg/kg bw,2013 oral: unspecified Mouse acute toxicity mortality systemic;
Ethoprophos,LD50 '=,47.0 mg/kg bw,2013 oral: unspecified Rat acute toxicity mortality systemic;
Ethoprophos formulation,LD50 '=,32.9 mg/kg bw,2006 oral: unspecified Rat acute toxicity mortality systemic;
Ethoprophos formulation,LD50 '=,32.9 mg/kg bw,2013 oral: unspecified Rat acute toxicity mortality systemic;
Ethoxyquin,LD50 '=,1726.0 mg/kg bw/day,2010 oral: unspecified Rat acute toxicity mortality systemic;
Ethoxyquin,NOAEL '=,50.0 mg/kg bw/day,2012 Not reported Dog acute toxicity not reported not reported;
Ethyl 2-acetylbutyrate,NOAEL '=,600.0 mg/day,2005 Not reported Mammalian cell line not reported development teratogenic;
Ethyl 2-acetylbutyrate,NOAEL '=,600.0 mg/kg bw/day,2009 Not reported Unspecified not reported development teratogenic;
Ethyl 2-acetylbutyrate,NOAEL '=,600.0 mg/kg bw/day,2011 Not reported Unspecified not reported development teratogenic;
Ethyl 2-acetylbutyrate,NOAEL '=,600.0 mg/kg bw/day,2012 Not reported Unspecified not reported development teratogenic;
Ethyl 3-(2-furfurylthio)propionate,NOAEL '=,5.78 mg/kg bw/day,2010 oral: feed Rat subchronic clinical chemistry systemic;
Ethyl 3-(2-furyl)propionate,NOAEL '=,35.0 mg/kg bw/day,2010 Not reported Unspecified subchronic not reported not reported;
Ethyl 3-(2-furyl)propionate,NOAEL '=,35.0 mg/kg bw/day,2011 oral: feed Rat subchronic not reported not reported;
Ethyl 3-(2-furyl)propionate,NOAEL '=,35.0 mg/kg bw/day,2015 oral: feed Rat subchronic not reported not reported;
Ethyl 3-mercaptobutyrate,NOAEL '=,0.06 mg/kg bw/day,2014 oral: unspecified Rat subchronic not reported not reported;
Ethyl 4-(acetylthio)-butyrate,NOAEL '=,6.63 mg/kg bw/day,2014 oral: unspecified Rat subchronic not reported not reported;
Ethyl 4-(acetylthio)-butyrate,NOAEL '=,6.63 mg/kg bw/day,2018 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Ethyl 4-hydroxybenzoate,NOAEL '=,1043.0 mg/kg bw/day,2004 Not reported Rat subchronic no adverse effect observed at single/highest dose;
Ethyl 5-(methylthio)valerate,NOAEL '=,250.0 mg/kg bw/day,2011 Not reported Unspecified subchronic not reported not reported;
Ethyl 5-(methylthio)valerate,NOAEL '=,250.0 mg/kg bw/day,2014 oral: unspecified Rat subchronic not reported not reported;
Ethyl acetate,NOAEL '=,900.0 mg/kg bw/day,2013 oral: gavage Rat subchronic body weight systemic;
Ethyl butyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2009 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Ethyl butyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2010 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Ethyl butyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2010 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Ethyl butyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2011 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Ethyl butyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2012 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Ethyl butyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2012 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Ethyl cinnamate,NOAEL '=,275.0 mg/kg bw/day,2017 oral: feed Rat subchronic clinical chemistry systemic;
Ethyl ester of beta-apo-8'-carotenoic acid,NOAEL '=,3.0 mg/kg bw/day,2016 Not reported Rat subchronic histopathology non neoplastic immunotoxicity;
Ethyl ester of beta-apo-8'-carotenoic acid,NOAEL '=,3.0 mg/kg bw/day,2019 Not reported Rat subchronic histopathology non neoplastic immunotoxicity;
Ethyl furfuryl sulfide,NOAEL '=,1.34 mg/kg bw/day,2005 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Ethyl furfuryl sulfide,NOAEL '=,1.34 mg/kg bw/day,2010 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Ethyl furfuryl sulfide,NOAEL '=,1.34 mg/kg bw/day,2011 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Ethyl lauroyl arginate,NOAEL '=,47.0 mg/kg bw/day,2019 oral: unspecified Rat subchronic clinical chemistry immunotoxicity;
Ethyl lauroyl arginate hydrochloride,NOAEL '=,47.0 mg/kg bw/day,2007 oral: unspecified Rat subchronic clinical chemistry immunotoxicity;
Ethyl maltol,NOAEL '=,200.0 mg/kg bw,2010 Not reported Unspecified not reported not reported not reported;
Ethyl maltol,NOAEL '=,200.0 mg/kg bw,2014 Not reported Unspecified not reported not reported not reported;
Ethyl maltol,NOAEL '=,200.0 mg/kg bw,2015 Not reported Unspecified not reported not reported not reported;
Ethyl methylphenylglycidate,NOAEL '=,35.0 mg/kg bw/day,2009 Not reported Rat chronic/long term toxicity clinical chemistry systemic;
Ethyl methylphenylglycidate,NOAEL '=,35.0 mg/kg bw/day,2014 Not reported Rat chronic/long term toxicity clinical chemistry systemic;
Ethyl propanethioate,NOAEL '=,6.63 mg/kg bw/day,2009 Not reported Rat subchronic no adverse effect observed at single/highest dose;
Ethyl propanethioate,NOAEL '=,6.63 mg/kg bw/day,2010 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Ethyl propanethioate,NOAEL '=,6.63 mg/kg bw/day,2010 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Ethyl propanethioate,NOAEL '=,6.63 mg/kg bw/day,2011 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Ethyl propanethioate,NOAEL '=,6.63 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Ethyl propyl disulfide,NOAEL '=,0.23 mg/kg bw/day,2011 oral: unspecified Rat subchronic not reported not reported;
Ethyl propyl disulfide,NOAEL '=,0.23 mg/kg bw/day,2014 oral: unspecified Rat subchronic not reported not reported;
Ethyl propyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2009 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Ethyl propyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2010 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Ethyl propyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2010 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Ethyl propyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2011 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Ethyl propyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2012 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Ethyl propyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2012 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Ethyl salicylate,NOAEL '=,50.0 mg/kg bw/day,2012 oral: unspecified Rat chronic/long term toxicity growth systemic;
Ethyl tert-butyl ether,NOAEL '=,100.0 mg/kg bw/day,2017 oral: gavage Rat chronic/long term toxicity organ weights nephrotoxicity;
Ethyl thialdine,NOAEL '=,9.3 mg/kg bw/day,2013 oral: feed Rat subchronic histopathology neoplastic nephrotoxicity;
Ethyl thialdine,NOAEL '=,9.3 mg/kg bw/day,2015 oral: feed Rat subchronic histopathology non neoplastic nephrotoxicity;
Ethyl vanillin,NOAEL '=,500.0 mg/kg bw/day,2008 Not reported Rat subchronic not reported not reported;
Ethylenethiourea,NOAEL '=,5.0 mg/kg bw/day,2012 Not reported Rat reproduction toxicity development teratogenic;
Ethylenethiourea,LD50 '=,545.0 mg/kg bw/day,2019 oral: unspecified Rat acute toxicity mortality systemic;
Ethylenethiourea,LD50 '=,2000.0 mg/kg bw/day,2019 oral: unspecified Zebra finch acute toxicity mortality systemic;
Ethylenethiourea,NOAEL '=,0.2 mg/kg bw/day,2019 Not reported Dog chronic/long term toxicity not reported endocrine;
Ethylenethiourea,NOAEL '=,2.0 mg/kg bw/day,2019 Not reported Rat chronic/long term toxicity not reported not reported;
Ethylenethiourea,NOAEL '=,0.2 mg/kg bw/day,2019 Not reported Rat reproduction toxicity not reported not reported;
Ethylenethiourea,NOAEL '=,5.0 mg/kg bw/day,2019 Not reported Rat reproduction toxicity development developmental;
Etofenprox,LD50 >,5000.0 mg/kg,2009 oral: unspecified Dog acute toxicity mortality systemic;
Etofenprox,LD50 '=,0.015 µg/piece,2009 dermal Honey bee acute toxicity mortality;
Etofenprox,LD50 '=,0.024 µg/piece,2009 oral: unspecified Honey bee acute toxicity mortality;
Etofenprox,LD50 >,2000.0 mg/kg bw,2009 oral: unspecified Mallard duck acute toxicity mortality systemic;
Etofenprox,LD50 >,2000.0 mg/kg bw,2009 oral: unspecified Rat acute toxicity mortality systemic;
Etofenprox,NOAEL '=,3.1 mg/kg bw/day,2009 Not reported Mouse chronic/long term toxicity histopathology non neoplastic nephrotoxicity;
Etofenprox,NOAEL '=,3.7 mg/kg bw/day,2009 Not reported Rat chronic/long term toxicity histopathology non neoplastic hepatotoxicity;
Etofenprox,NOAEL '=,100.0 mg/kg bw/day,2009 Not reported Rabbit reproduction toxicity development reproductive;
Etofenprox,NOAEL '=,20.0 mg/kg bw/day,2009 oral: feed Rat subchronic histopathology non neoplastic hepatotoxicity;
Etofenprox formulation (TREBON 30EC),LD50 >,630.0 mg/kg bw,2009 oral: unspecified Japanese quail acute toxicity mortality systemic;
Etofenprox formulation (TREBON 30EC),LD50 >,1500.0 mg/kg,2009 oral: unspecified Mouse acute toxicity mortality systemic;
Etofenprox formulation (TREBON 30EC),LD50 >,1500.0 mg/kg,2009 oral: unspecified Rat acute toxicity mortality systemic;
Etoxazole,LD50 >,200.0 µg/piece,2017 dermal Honey bee acute toxicity mortality;
Etoxazole,LD50 >,200.0 µg/piece,2017 oral: unspecified Honey bee acute toxicity mortality;
Etoxazole,LD50 >,2000.0 mg/kg bw,2017 oral: unspecified Mallard duck acute toxicity mortality systemic;
Etoxazole,LD50 >,5000.0 mg/kg bw,2017 oral: unspecified Rat acute toxicity mortality systemic;
Etoxazole,NOAEL '=,5.0 mg/kg bw/day,2017 oral: unspecified Dog chronic/long term toxicity not reported hepatotoxicity;
Etoxazole,NOAEL '=,4.0 mg/kg bw/day,2017 Not reported Rat chronic/long term toxicity not reported hepatotoxicity;
Etoxazole,NOAEL '=,24.5 mg/kg bw/day,2017 Not reported Rat reproduction toxicity organ weights reproductive;
Etoxazole,NOAEL '=,5.0 mg/kg bw/day,2017 oral: unspecified Dog subchronic not reported hepatotoxicity;
Etoxazole metabolite (R-3),LD50 >,5000.0 mg/kg bw,2017 Not reported Rat acute toxicity mortality systemic;
Etoxazole metabolite (R-7),LD50 >,5000.0 mg/kg bw,2017 Not reported Rat acute toxicity mortality systemic;
Etridiazole,LD50 '=,560.0 mg/kg bw/day,2010 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Etridiazole,LD50 '=,945.0 mg/kg bw/day,2010 oral: unspecified Rat acute toxicity mortality systemic;
Etridiazole,NOAEL '=,3.1 mg/kg bw/day,2010 oral: unspecified Dog chronic/long term toxicity organ weights hepatotoxicity;
Etridiazole,NOAEL '=,5.3 mg/kg bw/day,2010 Not reported Rat chronic/long term toxicity growth systemic;
Etridiazole,NOAEL '=,15.0 mg/kg bw/day,2010 Not reported Rabbit reproduction toxicity development reproductive;
Eugenol,NOAEL '=,300.0 mg/kg bw/day,2009 Not reported Rat chronic/long term toxicity body weight systemic;
Eugenol,NOAEL '=,300.0 mg/kg bw/day,2011 Not reported Rat chronic/long term toxicity body weight systemic;
Eugenol,LD50 '=,1930.0 mg/kg bw,2012 oral: unspecified Rat acute toxicity mortality systemic;
Eugenol,LD50 '=,1930.0 mg/kg bw,2012 oral: unspecified Rat acute toxicity mortality systemic;
Eugenol,NOAEL '=,100.0 mg/kg bw/day,2012 Not reported Rabbit reproduction toxicity clinical signs systemic;
Eugenol,NOAEL '=,100.0 mg/kg bw/day,2012 Not reported Rat reproduction toxicity clinical signs systemic;
Eugenol,NOAEL '=,100.0 mg/kg bw/day,2012 Not reported Rabbit reproduction toxicity clinical signs systemic;
Eugenol,NOAEL '=,100.0 mg/kg bw/day,2012 Not reported Rat reproduction toxicity clinical signs systemic;
Eugenol formulation (Mevalone 3AEY),LD50 >,10000.0 mg/kg bw,2012 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Eugenol formulation (Mevalone 3AEY),LD50 >,200.0 µg/piece,2012 dermal Honey bee acute toxicity mortality;
Eugenol formulation (Mevalone 3AEY),LD50 >,2000.0 mg/kg bw,2012 oral: unspecified Rat acute toxicity mortality systemic;
Eugenyl acetate,NOAEL '=,300.0 mg/kg bw/day,2011 Not reported Rat chronic/long term toxicity body weight systemic;
Eugenyl acetate,NOAEL '=,300.0 mg/kg bw/day,2011 Not reported Rat subchronic clinical chemistry systemic;
F8426-alpha-sulfodeschloropropionic acid,NOAEL '=,0.359 mg/kg bw/day,2016 Not reported Rat short-term toxicity not reported not reported;
F8426-benzoic acid,NOAEL '=,5.4 mg/kg bw/day,2016 Not reported Rat short-term toxicity not reported not reported;
F8426-cinnamic acid,NOAEL '=,1.0 mg/kg bw/day,2016 Not reported Rat short-term toxicity not reported not reported;
F8426-dicarboxylic acid,NOAEL '=,12.1 mg/kg bw/day,2016 Not reported Rat short-term toxicity not reported not reported;
F8426-propionic acid,NOAEL '=,1.4 mg/kg bw/day,2016 Not reported Rat short-term toxicity not reported not reported;
Famoxadone,NOAEL '=,20.0 mg/kg bw/day,2012 Not reported Mouse short-term toxicity not reported not reported;
Famoxadone,LD50 >,2250.0 mg/kg bw/day,2015 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Famoxadone,LD50 >,25.0 µg/piece,2015 dermal Honey bee acute toxicity mortality;
Famoxadone,LD50 >,63.0 µg/piece,2015 oral: unspecified Honey bee acute toxicity mortality;
Famoxadone,LD50 >,5000.0 mg/kg bw,2015 Not reported Rat acute toxicity mortality systemic;
Famoxadone,NOAEL '=,1.2 mg/kg bw/day,2015 oral: unspecified Dog chronic/long term toxicity ophthalmoscopic examination systemic;
Famoxadone,NOAEL '=,11.3 mg/kg bw/day,2015 Not reported Rat reproduction toxicity development developmental;
Famoxadone,NOAEL '=,10.0 mg/kg bw/day,2015 oral: unspecified Dog subchronic clinical signs systemic;
Fat Distillation Residues,LD50 >,2000.0 mg/kg bw/day,2012 oral: unspecified Rat acute toxicity mortality systemic;
Fatty acids (chain length C7 to C18) and their salts and esters,LD50 >,100.0 µg/piece,2013 dermal Honey bee acute toxicity mortality;
Fatty acids (chain length C7 to C18) and their salts and esters,LD50 >,96.04 µg/piece,2013 oral: unspecified Honey bee acute toxicity mortality;
Fe(III) starch-saccharose complex,NOAEL '=,500.0 mg/kg,2013 Not reported Mouse reproduction toxicity clinical signs reproductive;
